episode,route_file,episode_reward,mean_loss,wall_time_s
0,single-intersection-vhvh.rou.xml,-783.2100000000002,nan,7.441486835479736
1,single-intersection-horizontal.rou.xml,-872.6100000000001,nan,8.01494312286377
2,single-intersection-vertical.rou.xml,-673.1599999999999,nan,7.105710983276367
3,single-intersection-vhvh.rou.xml,-1876.7599999999998,nan,8.485177755355835
4,single-intersection-horizontal.rou.xml,-1692.4299999999998,nan,8.270335912704468
5,single-intersection-vertical.rou.xml,-1003.96,nan,7.5138328075408936
6,single-intersection-vhvh.rou.xml,-1840.1200000000003,nan,8.537058591842651
7,single-intersection-horizontal.rou.xml,-1344.8700000000003,nan,8.246564865112305
8,single-intersection-vertical.rou.xml,-1209.3200000000004,nan,8.012355327606201
9,single-intersection-vhvh.rou.xml,-1040.6200000000001,12.325298309326172,7.972065687179565
10,single-intersection-horizontal.rou.xml,-1511.8599999999997,8.431132397651673,10.73251461982727
11,single-intersection-vertical.rou.xml,-1566.0700000000004,5.63962797164917,9.342736005783081
12,single-intersection-vhvh.rou.xml,-2123.34,4.942155358791351,10.177647829055786
13,single-intersection-horizontal.rou.xml,-2398.05,5.050781717300415,9.680927276611328
14,single-intersection-vertical.rou.xml,-4424.610000000001,6.338493678569794,10.610319137573242
15,single-intersection-vhvh.rou.xml,-1749.8500000000004,6.099076657295227,9.790228605270386
16,single-intersection-horizontal.rou.xml,-1128.8500000000004,5.562101612091064,9.09320878982544
17,single-intersection-vertical.rou.xml,-2931.810000000001,5.477140238285065,10.486337661743164
18,single-intersection-vhvh.rou.xml,-6104.4400000000005,7.924695239067078,11.932596445083618
19,single-intersection-horizontal.rou.xml,-1790.2699999999998,7.2304693126678465,9.22803544998169
20,single-intersection-vertical.rou.xml,-2605.9599999999996,6.90176365852356,9.488529682159424
21,single-intersection-vhvh.rou.xml,-2080.8499999999995,7.281835248470307,10.074229955673218
22,single-intersection-horizontal.rou.xml,-2623.05,9.670459561347961,9.516088962554932
23,single-intersection-vertical.rou.xml,-2604.9999999999995,8.357761211395264,8.494259595870972
24,single-intersection-vhvh.rou.xml,-1686.43,8.363160808086395,8.045315980911255
25,single-intersection-horizontal.rou.xml,-1307.5300000000004,7.594616882801056,9.95887279510498
26,single-intersection-vertical.rou.xml,-1941.7299999999996,10.518464121818543,8.801497459411621
27,single-intersection-vhvh.rou.xml,-657.5300000000001,8.880767283439637,7.419163942337036
28,single-intersection-horizontal.rou.xml,-1619.3800000000003,8.770732145309449,10.18106484413147
29,single-intersection-vertical.rou.xml,-1048.7099999999996,8.479141545295715,8.640827655792236
30,single-intersection-vhvh.rou.xml,-1080.5000000000007,10.667335910797119,8.309485912322998
31,single-intersection-horizontal.rou.xml,-2043.35,10.300991487503051,9.415263414382935
32,single-intersection-vertical.rou.xml,-2867.8299999999995,9.546172833442688,9.618476152420044
33,single-intersection-vhvh.rou.xml,-702.5500000000002,9.952981843948365,7.9908647537231445
34,single-intersection-horizontal.rou.xml,-422.11000000000007,11.988745980262756,7.56036639213562
35,single-intersection-vertical.rou.xml,-1159.1299999999999,10.608614068031311,8.515301704406738
36,single-intersection-vhvh.rou.xml,-490.09000000000003,10.656576194763183,7.406020641326904
37,single-intersection-horizontal.rou.xml,-3367.550000000001,10.713017382621764,11.001218318939209
38,single-intersection-vertical.rou.xml,-681.8000000000001,12.908933596611023,7.34396767616272
39,single-intersection-vhvh.rou.xml,-517.2399999999999,11.671727018356323,7.222694158554077
40,single-intersection-horizontal.rou.xml,-474.48000000000013,11.781115946769715,7.357205629348755
41,single-intersection-vertical.rou.xml,-264.39000000000004,11.296858882904052,7.458871603012085
42,single-intersection-vhvh.rou.xml,-380.3199999999998,12.613788003921508,7.1153552532196045
43,single-intersection-horizontal.rou.xml,-252.84999999999988,12.401500558853149,6.87841796875
44,single-intersection-vertical.rou.xml,-254.18000000000006,12.3556622838974,6.857597827911377
45,single-intersection-vhvh.rou.xml,-680.27,11.726286005973815,7.005860328674316
46,single-intersection-horizontal.rou.xml,-333.1099999999999,13.410917072296142,7.16012167930603
47,single-intersection-vertical.rou.xml,-391.7499999999999,12.340077395439147,7.596769094467163
48,single-intersection-vhvh.rou.xml,-384.31,11.516041469573974,7.256343126296997
49,single-intersection-horizontal.rou.xml,-292.37,11.911023478507996,6.915112733840942
50,single-intersection-vertical.rou.xml,-290.14999999999986,13.670400743484498,7.3056416511535645
51,single-intersection-vhvh.rou.xml,-438.4599999999999,12.360413279533386,7.182486057281494
