episode,route_file,episode_reward,mean_loss,wall_time_s
0,single-intersection-vhvh.rou.xml,-1174.0400000000002,nan,7.486864328384399
1,single-intersection-horizontal.rou.xml,-1520.0800000000004,nan,7.456706285476685
2,single-intersection-vertical.rou.xml,-1137.4500000000003,nan,8.532251119613647
3,single-intersection-vhvh.rou.xml,-619.7299999999999,nan,7.128071069717407
4,single-intersection-horizontal.rou.xml,-875.39,nan,7.401918888092041
5,single-intersection-vertical.rou.xml,-811.39,nan,7.799745798110962
6,single-intersection-vhvh.rou.xml,-892.3899999999998,nan,7.039366245269775
7,single-intersection-horizontal.rou.xml,-1776.7600000000004,nan,8.168015718460083
8,single-intersection-vertical.rou.xml,-2077.5799999999995,nan,7.606042385101318
9,single-intersection-vhvh.rou.xml,-685.3100000000001,7.900040626525879,6.654731750488281
10,single-intersection-horizontal.rou.xml,-2326.14,9.030816049575806,9.961585998535156
11,single-intersection-vertical.rou.xml,-3821.5699999999993,5.971891405582428,10.818994760513306
12,single-intersection-vhvh.rou.xml,-1825.6200000000003,5.7966040110588075,10.459585666656494
13,single-intersection-horizontal.rou.xml,-5966.73,6.045951955318451,11.583690643310547
14,single-intersection-vertical.rou.xml,-3365.8300000000004,8.721227023601532,10.711690902709961
15,single-intersection-vhvh.rou.xml,-3444.1100000000015,8.248780896663666,10.636353015899658
16,single-intersection-horizontal.rou.xml,-3893.5799999999995,7.495690696239471,10.633554458618164
17,single-intersection-vertical.rou.xml,-5842.1900000000005,8.022301452159882,12.835833072662354
18,single-intersection-vhvh.rou.xml,-1429.0199999999998,11.123047561645508,9.240484237670898
19,single-intersection-horizontal.rou.xml,-5238.849999999999,9.129771823883056,10.821234464645386
20,single-intersection-vertical.rou.xml,-7465.2699999999995,9.729721093177796,11.66812539100647
21,single-intersection-vhvh.rou.xml,-6938.63,10.11912603855133,12.300730228424072
22,single-intersection-horizontal.rou.xml,-6267.860000000001,14.04326946258545,11.719441890716553
23,single-intersection-vertical.rou.xml,-5815.500000000001,12.881577920913696,10.26151180267334
24,single-intersection-vhvh.rou.xml,-5787.429999999999,11.756609783172607,9.84663438796997
25,single-intersection-horizontal.rou.xml,-8260.53,13.022552542686462,12.245781898498535
26,single-intersection-vertical.rou.xml,-3336.439999999999,16.08020254611969,9.253347396850586
27,single-intersection-vhvh.rou.xml,-2278.0900000000006,14.44590742111206,9.369914054870605
28,single-intersection-horizontal.rou.xml,-6337.4,13.621414737701416,11.501394748687744
29,single-intersection-vertical.rou.xml,-7691.469999999998,13.462525987625122,10.724858283996582
30,single-intersection-vhvh.rou.xml,-820.2500000000001,17.796445112228394,6.7896082401275635
31,single-intersection-horizontal.rou.xml,-5066.139999999999,16.031505475044252,10.318732261657715
32,single-intersection-vertical.rou.xml,-7996.830000000003,15.9285098695755,10.815288066864014
33,single-intersection-vhvh.rou.xml,-709.0099999999999,15.882354249954224,7.513360977172852
34,single-intersection-horizontal.rou.xml,-4824.5599999999995,18.956649312973024,8.979751348495483
35,single-intersection-vertical.rou.xml,-1731.44,18.041466903686523,8.338301420211792
36,single-intersection-vhvh.rou.xml,-653.8699999999998,16.70256989002228,8.225119829177856
37,single-intersection-horizontal.rou.xml,-3216.5599999999995,17.112643704414367,11.031351804733276
38,single-intersection-vertical.rou.xml,-2716.12,19.827484741210938,9.551858901977539
39,single-intersection-vhvh.rou.xml,-1488.2899999999995,17.074660272598265,7.958005666732788
40,single-intersection-horizontal.rou.xml,-3269.06,19.03863341331482,11.061137437820435
41,single-intersection-vertical.rou.xml,-1952.6900000000003,17.727315955162048,8.936974287033081
42,single-intersection-vhvh.rou.xml,-1514.1699999999998,22.227069025039672,8.5356924533844
43,single-intersection-horizontal.rou.xml,-5776.720000000002,21.091377301216127,11.351935148239136
44,single-intersection-vertical.rou.xml,-865.47,19.947124090194702,6.980535984039307
45,single-intersection-vhvh.rou.xml,-1005.6899999999999,19.445407857894896,7.603697299957275
46,single-intersection-horizontal.rou.xml,-4642.25,23.256481285095216,9.2902250289917
47,single-intersection-vertical.rou.xml,-974.7600000000001,22.12676555156708,7.461618423461914
48,single-intersection-vhvh.rou.xml,-686.3000000000001,18.812828283309937,7.106277227401733
49,single-intersection-horizontal.rou.xml,-4738.4800000000005,21.379045162200928,9.083537817001343
50,single-intersection-vertical.rou.xml,-2066.8300000000004,22.87414273262024,7.627687931060791
