episode,route_file,episode_reward,mean_loss,wall_time_s
159,single-intersection-vhvh.rou.xml,-362.22,10.211151876449584,7.993057727813721
160,single-intersection-horizontal.rou.xml,-469.23999999999995,9.277611880302429,7.34940242767334
161,single-intersection-vertical.rou.xml,-340.9799999999999,8.766310243606567,8.433537244796753
162,single-intersection-vhvh.rou.xml,-269.09000000000003,9.251158518791199,7.377010822296143
163,single-intersection-horizontal.rou.xml,-485.96,8.99507251739502,7.4564149379730225
164,single-intersection-vertical.rou.xml,-362.1100000000001,8.516042528152466,7.982139587402344
165,single-intersection-vhvh.rou.xml,-318.24,8.666938591003419,7.51156759262085
166,single-intersection-horizontal.rou.xml,-452.45999999999987,8.891177079677583,7.663505792617798
167,single-intersection-vertical.rou.xml,-328.03000000000003,8.656461551189423,8.32930874824524
168,single-intersection-vhvh.rou.xml,-315.32,7.81432765007019,7.792638063430786
169,single-intersection-horizontal.rou.xml,-449.58,7.536285004615784,7.717625856399536
170,single-intersection-vertical.rou.xml,-291.4700000000001,8.00776090145111,7.789596319198608
171,single-intersection-vhvh.rou.xml,-290.0999999999999,7.9167968988418576,7.4156858921051025
172,single-intersection-horizontal.rou.xml,-361.99999999999994,7.964402050971985,7.033606052398682
173,single-intersection-vertical.rou.xml,-323.35999999999996,7.888669652938843,8.032844305038452
174,single-intersection-vhvh.rou.xml,-258.16,7.463184449672699,7.349687576293945
175,single-intersection-horizontal.rou.xml,-362.3000000000001,7.199792141914368,7.127065896987915
176,single-intersection-vertical.rou.xml,-388.07,7.481708135604858,8.108654975891113
177,single-intersection-vhvh.rou.xml,-307.5899999999999,6.913128805160523,7.287130117416382
178,single-intersection-horizontal.rou.xml,-399.82,7.144027729034423,7.643468379974365
179,single-intersection-vertical.rou.xml,-423.46,7.060367991924286,8.434536695480347
180,single-intersection-vhvh.rou.xml,-286.61000000000007,7.440418877601624,7.504817962646484
181,single-intersection-horizontal.rou.xml,-384.31,7.6233269357681275,7.187943458557129
182,single-intersection-vertical.rou.xml,-363.41999999999996,7.482774686813355,7.969593524932861
183,single-intersection-vhvh.rou.xml,-237.37999999999997,6.874755578041077,6.935879707336426
184,single-intersection-horizontal.rou.xml,-351.39000000000016,6.783168699741363,7.006431341171265
185,single-intersection-vertical.rou.xml,-388.63,6.764512045383453,7.838422060012817
186,single-intersection-vhvh.rou.xml,-260.2800000000001,6.729238715171814,7.0791175365448
187,single-intersection-horizontal.rou.xml,-386.5799999999999,6.026321625709533,7.670178413391113
188,single-intersection-vertical.rou.xml,-350.81000000000006,6.579700992107392,7.920134544372559
189,single-intersection-vhvh.rou.xml,-372.3,6.006659381389618,7.080387353897095
190,single-intersection-horizontal.rou.xml,-355.16,6.747023365497589,6.825316905975342
191,single-intersection-vertical.rou.xml,-307.1299999999999,6.240231773853302,7.515070915222168
192,single-intersection-vhvh.rou.xml,-285.9399999999998,6.073356926441193,7.483229160308838
193,single-intersection-horizontal.rou.xml,-366.39999999999986,6.200427086353302,6.9745190143585205
194,single-intersection-vertical.rou.xml,-253.12999999999997,5.966899452209472,7.39096736907959
195,single-intersection-vhvh.rou.xml,-335.95,6.53899069070816,8.163414001464844
196,single-intersection-horizontal.rou.xml,-398.9700000000001,6.597983021736145,7.238960266113281
197,single-intersection-vertical.rou.xml,-294.50000000000006,6.439782071113586,7.72166895866394
198,single-intersection-vhvh.rou.xml,-297.56,6.220777359008789,7.828862190246582
199,single-intersection-horizontal.rou.xml,-361.43999999999994,6.154357886314392,7.36401104927063
